state,district,crop,year,season,area,production,yield
Tamil Nadu,Salem,Coconut,2007,Whole Year,13490,192000000,14232.77
Tamil Nadu,Salem,Coconut,2008,Whole Year,13895,222800000,16034.54
Tamil Nadu,Salem,Coconut,2009,Whole Year,14312,209200000,14617.1
Tamil Nadu,Salem,Coconut,2011,Whole Year,14590,186100000,12755.31
Tamil Nadu,Salem,Coconut,2013,Whole Year,14457,61800000,4274.75
Tamil Nadu,Salem,Coconut,2014,Whole Year,13929,132800000,9534.07
Tamil Nadu,Salem,Coconut,2015,Whole Year,13749,169800000,12349.99
Tamil Nadu,Salem,Coconut,2016,Whole Year,13636,110000000,8066.88
Tamil Nadu,Salem,Coconut,2017,Whole Year,13093,142000000,10845.49
Tamil Nadu,Salem,Coconut,2018,Whole Year,12917,142000000,10993.26
Tamil Nadu,Salem,Coconut,2019,Whole Year,12659,168900000,13342.29
Tamil Nadu,Sivaganga,Coconut,2002,Whole Year,5861,36100000,6159.36
Tamil Nadu,Sivaganga,Coconut,2003,Whole Year,6065,70100000,11558.12
Tamil Nadu,Sivaganga,Coconut,2004,Whole Year,5938,94700000,15948.13
Tamil Nadu,Sivaganga,Coconut,2005,Whole Year,5852,45600000,7792.21
Tamil Nadu,Sivaganga,Coconut,2006,Whole Year,5674,73400000,12936.2
Tamil Nadu,Sivaganga,Coconut,2007,Whole Year,6167,57700000,9356.25
Tamil Nadu,Sivaganga,Coconut,2008,Whole Year,6317,85900000,13598.23
Tamil Nadu,Sivaganga,Coconut,2009,Whole Year,6396,71700000,11210.13
Tamil Nadu,Sivaganga,Coconut,2011,Whole Year,6731,75200000,11172.19
Tamil Nadu,Sivaganga,Coconut,2013,Whole Year,6825,70000000,10256.41
Tamil Nadu,Sivaganga,Coconut,2014,Whole Year,6984,42200000,6042.38
Tamil Nadu,Sivaganga,Coconut,2015,Whole Year,6928,81800000,11807.16
Tamil Nadu,Sivaganga,Coconut,2016,Whole Year,7098,43500000,6128.49
Tamil Nadu,Sivaganga,Coconut,2017,Whole Year,6982,50600000,7247.21
Tamil Nadu,Sivaganga,Coconut,2018,Whole Year,7170,143900000,20069.74
Tamil Nadu,Sivaganga,Coconut,2019,Whole Year,7372,60500000,8206.73
Tamil Nadu,Tenkasi,Coconut,2019,Whole Year,11618,105000000,9037.7
Tamil Nadu,Thanjavur,Coconut,2002,Whole Year,23934,224100000,9363.25
Tamil Nadu,Thanjavur,Coconut,2003,Whole Year,24240,258500000,10664.19
Tamil Nadu,Thanjavur,Coconut,2004,Whole Year,24893,343200000,13787.01
Tamil Nadu,Thanjavur,Coconut,2005,Whole Year,26287,501800000,19089.28
Tamil Nadu,Thanjavur,Coconut,2006,Whole Year,28414,412400000,14513.97
Tamil Nadu,Thanjavur,Coconut,2007,Whole Year,30305,467200000,15416.6
Tamil Nadu,Thanjavur,Coconut,2008,Whole Year,30950,528800000,17085.62
Tamil Nadu,Thanjavur,Coconut,2009,Whole Year,32077,495100000,15434.74
Tamil Nadu,Thanjavur,Coconut,2013,Whole Year,35237,555700000,15770.36
Tamil Nadu,Thanjavur,Coconut,2014,Whole Year,35726,626700000,17541.85
Tamil Nadu,Thanjavur,Coconut,2016,Whole Year,36136,663900000,18372.26
Tamil Nadu,Thanjavur,Coconut,2017,Whole Year,37346,663900000,17777
Tamil Nadu,Thanjavur,Coconut,2018,Whole Year,38116,614700000,16127.09
Tamil Nadu,Thanjavur,Coconut,2019,Whole Year,38777,552800000,14255.87
Tamil Nadu,The Nilgiris,Coconut,2003,Whole Year,52,0,0
Tamil Nadu,The Nilgiris,Coconut,2004,Whole Year,60,100000,1666.67
Tamil Nadu,The Nilgiris,Coconut,2006,Whole Year,74,100000,1351.35
Tamil Nadu,The Nilgiris,Coconut,2007,Whole Year,79,100000,1265.82
Tamil Nadu,The Nilgiris,Coconut,2008,Whole Year,80,100000,1250
Tamil Nadu,The Nilgiris,Coconut,2009,Whole Year,79,100000,1265.82
Tamil Nadu,The Nilgiris,Coconut,2011,Whole Year,66,100000,1515.15
Tamil Nadu,The Nilgiris,Coconut,2013,Whole Year,55,100000,1818.18
Tamil Nadu,The Nilgiris,Coconut,2014,Whole Year,83,100000,1204.82
Tamil Nadu,The Nilgiris,Coconut,2015,Whole Year,94,200000,2127.66
Tamil Nadu,The Nilgiris,Coconut,2016,Whole Year,56,200000,3571.43
Tamil Nadu,The Nilgiris,Coconut,2017,Whole Year,59,100000,1694.92
Tamil Nadu,The Nilgiris,Coconut,2018,Whole Year,56,200000,3571.43
Tamil Nadu,The Nilgiris,Coconut,2019,Whole Year,51,400000,7843.14
Tamil Nadu,Theni,Coconut,2002,Whole Year,14284,141100000,9878.19
Tamil Nadu,Theni,Coconut,2003,Whole Year,14466,181400000,12539.75
Tamil Nadu,Theni,Coconut,2004,Whole Year,14903,231500000,15533.79
Tamil Nadu,Theni,Coconut,2006,Whole Year,15935,270400000,16968.94
Tamil Nadu,Theni,Coconut,2007,Whole Year,16576,242500000,14629.58
Tamil Nadu,Theni,Coconut,2008,Whole Year,16999,259500000,15265.6
Tamil Nadu,Theni,Coconut,2011,Whole Year,19116,364900000,19088.72
Tamil Nadu,Theni,Coconut,2013,Whole Year,19907,276700000,13899.63
Tamil Nadu,Theni,Coconut,2014,Whole Year,20068,193400000,9637.23
Tamil Nadu,Theni,Coconut,2015,Whole Year,20466,376100000,18376.82
Tamil Nadu,Theni,Coconut,2016,Whole Year,20931,366600000,17514.69
Tamil Nadu,Theni,Coconut,2017,Whole Year,21117,320800000,15191.55
Tamil Nadu,Theni,Coconut,2018,Whole Year,21445,212600000,9913.73
Tamil Nadu,Theni,Coconut,2019,Whole Year,21318,216700000,10165.12
Tamil Nadu,Thiruvallur,Coconut,2002,Whole Year,1091,8200000,7516.04
Tamil Nadu,Thiruvallur,Coconut,2003,Whole Year,1093,6800000,6221.41
Tamil Nadu,Thiruvallur,Coconut,2004,Whole Year,1219,6800000,5578.34
Tamil Nadu,Thiruvallur,Coconut,2005,Whole Year,1484,6600000,4447.44
Tamil Nadu,Thiruvallur,Coconut,2006,Whole Year,1249,7000000,5604.48
Tamil Nadu,Thiruvallur,Coconut,2007,Whole Year,1120,8400000,7500
Tamil Nadu,Thiruvallur,Coconut,2008,Whole Year,1116,13000000,11648.75
Tamil Nadu,Thiruvallur,Coconut,2009,Whole Year,1072,14500000,13526.12
Tamil Nadu,Thiruvallur,Coconut,2011,Whole Year,1090,10200000,9357.8
Tamil Nadu,Thiruvallur,Coconut,2013,Whole Year,971,7500000,7724
Tamil Nadu,Thiruvallur,Coconut,2014,Whole Year,931,6400000,6874.33
Tamil Nadu,Thiruvallur,Coconut,2015,Whole Year,804,5800000,7213.93
Tamil Nadu,Thiruvallur,Coconut,2016,Whole Year,724,8600000,11878.45
Tamil Nadu,Thiruvallur,Coconut,2017,Whole Year,666,6200000,9309.31
Tamil Nadu,Thiruvallur,Coconut,2018,Whole Year,643,10700000,16640.75
Tamil Nadu,Thiruvallur,Coconut,2019,Whole Year,602,6600000,10963.46
Tamil Nadu,Thiruvarur,Coconut,2002,Whole Year,4742,72400000,15267.82
Tamil Nadu,Thiruvarur,Coconut,2003,Whole Year,4918,80800000,16429.44
Tamil Nadu,Thiruvarur,Coconut,2004,Whole Year,4921,47400000,9632.19
Tamil Nadu,Thiruvarur,Coconut,2005,Whole Year,5371,55900000,10407.75
Tamil Nadu,Thiruvarur,Coconut,2006,Whole Year,5377,109900000,20438.91
Tamil Nadu,Thiruvarur,Coconut,2008,Whole Year,5366,95300000,17759.97
Tamil Nadu,Thiruvarur,Coconut,2009,Whole Year,5314,76900000,14471.21
Tamil Nadu,Thiruvarur,Coconut,2013,Whole Year,4787,68500000,14309.59
Tamil Nadu,Thiruvarur,Coconut,2014,Whole Year,4773,81600000,17096.17
Tamil Nadu,Thiruvarur,Coconut,2015,Whole Year,4710,76600000,16263.27
Tamil Nadu,Thiruvarur,Coconut,2016,Whole Year,4718,87000000,18440.02
Tamil Nadu,Thiruvarur,Coconut,2017,Whole Year,4674,73700000,15768.08
Tamil Nadu,Thiruvarur,Coconut,2018,Whole Year,4728,54000000,11421.32
Tamil Nadu,Thiruvarur,Coconut,2019,Whole Year,5737,68600000,11957.47
Tamil Nadu,Tiruchirappalli,Coconut,2002,Whole Year,5991,84200000,14054.41
Tamil Nadu,Tiruchirappalli,Coconut,2003,Whole Year,5927,47300000,7980.43
Tamil Nadu,Tiruchirappalli,Coconut,2004,Whole Year,6231,51600000,8281.17
Tamil Nadu,Tiruchirappalli,Coconut,2005,Whole Year,6428,65600000,10205.35
Tamil Nadu,Tiruchirappalli,Coconut,2006,Whole Year,6475,110200000,17019.31
Tamil Nadu,Tiruchirappalli,Coconut,2007,Whole Year,6374,90800000,14245.37
Tamil Nadu,Tiruchirappalli,Coconut,2011,Whole Year,6648,79600000,11973.53
Tamil Nadu,Tiruchirappalli,Coconut,2013,Whole Year,6487,57200000,8817.64
Tamil Nadu,Tiruchirappalli,Coconut,2014,Whole Year,6241,91200000,14613.04
Tamil Nadu,Tiruchirappalli,Coconut,2015,Whole Year,6249,82800000,13250.12
Tamil Nadu,Tiruchirappalli,Coconut,2016,Whole Year,6070,46500000,7660.63
Tamil Nadu,Tiruchirappalli,Coconut,2017,Whole Year,5703,28700000,5032.44
Tamil Nadu,Tiruchirappalli,Coconut,2018,Whole Year,5493,57000000,10376.84
Tamil Nadu,Tiruchirappalli,Coconut,2019,Whole Year,5123,21200000,4138.2
Tamil Nadu,Tirunelveli,Coconut,2002,Whole Year,15423,106300000,6892.3
Tamil Nadu,Tirunelveli,Coconut,2003,Whole Year,15500,86600000,5587.1
Tamil Nadu,Tirunelveli,Coconut,2004,Whole Year,15605,167800000,10752.96
Tamil Nadu,Tirunelveli,Coconut,2005,Whole Year,15730,190300000,12097.9
Tamil Nadu,Tirunelveli,Coconut,2006,Whole Year,15538,273600000,17608.44
Tamil Nadu,Tirunelveli,Coconut,2007,Whole Year,15398,223000000,14482.4
Tamil Nadu,Tirunelveli,Coconut,2008,Whole Year,15378,140900000,9162.44
Tamil Nadu,Tirunelveli,Coconut,2009,Whole Year,15548,205800000,13236.43
Tamil Nadu,Tirunelveli,Coconut,2011,Whole Year,15621,128000000,8194.1
Tamil Nadu,Tirunelveli,Coconut,2013,Whole Year,15667,157300000,10040.21
Tamil Nadu,Tirunelveli,Coconut,2014,Whole Year,15758,163000000,10343.95
Tamil Nadu,Tirunelveli,Coconut,2015,Whole Year,16507,188300000,11407.28
Tamil Nadu,Tirunelveli,Coconut,2016,Whole Year,16249,165200000,10166.78
Tamil Nadu,Tirunelveli,Coconut,2017,Whole Year,16362,159000000,9717.64
Tamil Nadu,Tirunelveli,Coconut,2018,Whole Year,16534,113900000,6888.84
Tamil Nadu,Tirunelveli,Coconut,2019,Whole Year,5090,27600000,5422.4
Tamil Nadu,Tirupathur,Coconut,2019,Whole Year,11351,149200000,13144.22
Tamil Nadu,Tiruppur,Coconut,2009,Whole Year,47826,184800000,3864.01
Tamil Nadu,Tiruppur,Coconut,2011,Whole Year,51478,646700000,12562.65
Tamil Nadu,Tiruppur,Coconut,2013,Whole Year,56484,361300000,6396.5
Tamil Nadu,Tiruppur,Coconut,2014,Whole Year,56808,522100000,9190.61
Tamil Nadu,Tiruppur,Coconut,2015,Whole Year,58374,400500000,6860.93
Tamil Nadu,Tiruppur,Coconut,2016,Whole Year,60148,675700000,11233.96
Tamil Nadu,Tiruppur,Coconut,2017,Whole Year,60333,205300000,3402.78
Tamil Nadu,Tiruppur,Coconut,2018,Whole Year,61250,501800000,8192.65
Tamil Nadu,Tiruppur,Coconut,2019,Whole Year,61890,515900000,8335.76
Tamil Nadu,Tiruvannamalai,Coconut,2002,Whole Year,1023,7300000,7135.87
Tamil Nadu,Tiruvannamalai,Coconut,2003,Whole Year,776,5700000,7345.36
Tamil Nadu,Tiruvannamalai,Coconut,2004,Whole Year,1049,15800000,15061.96
Tamil Nadu,Tiruvannamalai,Coconut,2005,Whole Year,897,11500000,12820.51
Tamil Nadu,Tiruvannamalai,Coconut,2006,Whole Year,890,15300000,17191.01
Tamil Nadu,Tiruvannamalai,Coconut,2007,Whole Year,792,13100000,16540.4
Tamil Nadu,Tiruvannamalai,Coconut,2008,Whole Year,935,11700000,12513.37
Tamil Nadu,Tiruvannamalai,Coconut,2009,Whole Year,725,8800000,12137.93
Tamil Nadu,Tiruvannamalai,Coconut,2011,Whole Year,803,13400000,16687.42
Tamil Nadu,Tiruvannamalai,Coconut,2013,Whole Year,624,5000000,8012.82
Tamil Nadu,Tiruvannamalai,Coconut,2014,Whole Year,442,4600000,10407.24
Tamil Nadu,Tiruvannamalai,Coconut,2015,Whole Year,479,3100000,6471.82
Tamil Nadu,Tiruvannamalai,Coconut,2016,Whole Year,432,3100000,7175.93
Tamil Nadu,Tiruvannamalai,Coconut,2017,Whole Year,493,4200000,8519.27
Tamil Nadu,Tiruvannamalai,Coconut,2018,Whole Year,504,3300000,6547.62
Tamil Nadu,Tiruvannamalai,Coconut,2019,Whole Year,591,4000000,6768.19
Tamil Nadu,Tuticorin,Coconut,2002,Whole Year,5586,26700000,4779.81
Tamil Nadu,Tuticorin,Coconut,2003,Whole Year,6057,39600000,6537.89
Tamil Nadu,Tuticorin,Coconut,2004,Whole Year,6049,23800000,3934.53
Tamil Nadu,Tuticorin,Coconut,2005,Whole Year,5988,39200000,6546.43
Tamil Nadu,Tuticorin,Coconut,2006,Whole Year,5472,47800000,8735.38
Tamil Nadu,Tuticorin,Coconut,2007,Whole Year,6385,54700000,8566.95
Tamil Nadu,Tuticorin,Coconut,2008,Whole Year,6034,85300000,14136.56
Tamil Nadu,Tuticorin,Coconut,2009,Whole Year,5910,52400000,8866.33
Tamil Nadu,Tuticorin,Coconut,2011,Whole Year,5717,47300000,8273.57
Tamil Nadu,Tuticorin,Coconut,2013,Whole Year,5848,55800000,9541.72
Tamil Nadu,Tuticorin,Coconut,2014,Whole Year,6079,49300000,8109.89
Tamil Nadu,Tuticorin,Coconut,2015,Whole Year,5961,64900000,10887.43
Tamil Nadu,Tuticorin,Coconut,2016,Whole Year,6013,48300000,8032.6
Tamil Nadu,Tuticorin,Coconut,2017,Whole Year,6010,34800000,5790.35
Tamil Nadu,Tuticorin,Coconut,2018,Whole Year,6064,51500000,8492.74
Tamil Nadu,Tuticorin,Coconut,2019,Whole Year,6191,26400000,4264.25
Tamil Nadu,Vellore,Coconut,2002,Whole Year,18690,171300000,9165.33
Tamil Nadu,Vellore,Coconut,2003,Whole Year,21805,106800000,4897.96
Tamil Nadu,Vellore,Coconut,2004,Whole Year,20928,192400000,9193.43
Tamil Nadu,Vellore,Coconut,2005,Whole Year,23098,276500000,11970.73
Tamil Nadu,Vellore,Coconut,2006,Whole Year,22569,265400000,11759.49
Tamil Nadu,Vellore,Coconut,2007,Whole Year,22619,217200000,9602.55
Tamil Nadu,Vellore,Coconut,2008,Whole Year,22416,196400000,8761.6
Tamil Nadu,Vellore,Coconut,2009,Whole Year,22203,227400000,10241.86
Tamil Nadu,Vellore,Coconut,2011,Whole Year,22680,298500000,13161.38
Tamil Nadu,Vellore,Coconut,2013,Whole Year,21512,233000000,10831.16
Tamil Nadu,Vellore,Coconut,2014,Whole Year,21327,192300000,9016.74
Tamil Nadu,Vellore,Coconut,2015,Whole Year,20805,244800000,11766.4
Tamil Nadu,Vellore,Coconut,2016,Whole Year,20470,290400000,14186.61
Tamil Nadu,Vellore,Coconut,2017,Whole Year,20612,274900000,13336.89
Tamil Nadu,Vellore,Coconut,2018,Whole Year,20653,276900000,13407.25
Tamil Nadu,Vellore,Coconut,2019,Whole Year,8114,111400000,13729.36
Tamil Nadu,Villupuram,Coconut,2002,Whole Year,2118,14300000,6751.65
Tamil Nadu,Villupuram,Coconut,2003,Whole Year,1933,10600000,5483.7
Tamil Nadu,Villupuram,Coconut,2004,Whole Year,2254,25300000,11224.49
Tamil Nadu,Villupuram,Coconut,2005,Whole Year,2231,21800000,9771.4
Tamil Nadu,Villupuram,Coconut,2006,Whole Year,1947,22600000,11607.6
Tamil Nadu,Villupuram,Coconut,2007,Whole Year,2026,26800000,13228.04
Tamil Nadu,Villupuram,Coconut,2008,Whole Year,2009,26600000,13240.42
Tamil Nadu,Villupuram,Coconut,2009,Whole Year,1995,26500000,13283.21
Tamil Nadu,Villupuram,Coconut,2011,Whole Year,1890,18900000,10000
Tamil Nadu,Villupuram,Coconut,2013,Whole Year,1780,19100000,10730.34
Tamil Nadu,Villupuram,Coconut,2014,Whole Year,1731,17100000,9878.68
Tamil Nadu,Villupuram,Coconut,2015,Whole Year,1701,17400000,10229.28
Tamil Nadu,Villupuram,Coconut,2016,Whole Year,1723,17100000,9924.55
Tamil Nadu,Villupuram,Coconut,2017,Whole Year,1613,6600000,4091.75
Tamil Nadu,Villupuram,Coconut,2018,Whole Year,1742,19000000,10907
Tamil Nadu,Villupuram,Coconut,2019,Whole Year,1522,10900000,7161.63
Tamil Nadu,Virudhunagar,Coconut,2002,Whole Year,8511,64900000,7625.43
Tamil Nadu,Virudhunagar,Coconut,2003,Whole Year,8574,64100000,7476.09
Tamil Nadu,Virudhunagar,Coconut,2004,Whole Year,8478,63900000,7537.15
Tamil Nadu,Virudhunagar,Coconut,2005,Whole Year,8500,68700000,8082.35
Tamil Nadu,Virudhunagar,Coconut,2006,Whole Year,8808,69900000,7935.97
Tamil Nadu,Virudhunagar,Coconut,2007,Whole Year,8892,71600000,8052.18
Tamil Nadu,Virudhunagar,Coconut,2008,Whole Year,8818,60900000,6906.33
Tamil Nadu,Virudhunagar,Coconut,2009,Whole Year,9468,99400000,10498.52
Tamil Nadu,Virudhunagar,Coconut,2011,Whole Year,9844,127900000,12992.69
Tamil Nadu,Virudhunagar,Coconut,2013,Whole Year,10041,117600000,11711.98
Tamil Nadu,Virudhunagar,Coconut,2014,Whole Year,10026,159300000,15888.69
Tamil Nadu,Virudhunagar,Coconut,2015,Whole Year,9989,113900000,11402.54
Tamil Nadu,Virudhunagar,Coconut,2016,Whole Year,10156,136300000,13420.64
Tamil Nadu,Virudhunagar,Coconut,2017,Whole Year,10148,141700000,13963.34
Tamil Nadu,Virudhunagar,Coconut,2018,Whole Year,10050,159500000,15870.65
Tamil Nadu,Virudhunagar,Coconut,2019,Whole Year,10020,59400000,5928.14
Telangana,Khammam,Coconut,2013,Whole Year,426,6924204,16254
Telangana,Khammam,Coconut,2014,Whole Year,437,9222885,21105
Telangana,Rangareddi,Coconut,2013,Whole Year,2,32508,16254
Telangana,Rangareddi,Coconut,2014,Whole Year,2,42210,21105
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,1998,Kharif,175,64750,370
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,1999,Kharif,175,70000,400
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,2000,Kharif,180,80100,445
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,2001,Kharif,180,45000,250
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,2002,Kharif,180,45000,250
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,2003,Kharif,180,45000,250
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,2004,Kharif,185,46200,249.73
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,2005,Kharif,190,47500,250
The Dadra And Nagar Haveli,Dadra And Nagar Haveli,Coconut,2006,Kharif,195,48750,250
West Bengal,Paraganas South,Coconut,1997,Whole Year,2975,40162500,13500
West Bengal,Paraganas South,Coconut,1998,Whole Year,2990,55682800,18623.01
West Bengal,Paraganas South,Coconut,1999,Whole Year,3010,49878700,16571
West Bengal,Paraganas South,Coconut,2000,Whole Year,3051,63509600,20815.99
West Bengal,Paraganas South,Coconut,2001,Whole Year,3134,66735400,21294
West Bengal,Paraganas South,Coconut,2002,Whole Year,2847,48746300,17121.99
West Bengal,Paraganas South,Coconut,2003,Whole Year,2886,60314500,20899
West Bengal,Paraganas South,Coconut,2004,Whole Year,2886,60314500,20899
West Bengal,Paraganas South,Coconut,2005,Whole Year,3258,58878600,18072.01
West Bengal,Paraganas South,Coconut,2007,Whole Year,3629,47018000,12956.19
West Bengal,Paraganas South,Coconut,2008,Whole Year,3639,47018000,12920.58
West Bengal,Paraganas South,Coconut,2009,Whole Year,3640,47035000,12921.7
West Bengal,Paraganas South,Coconut,2010,Whole Year,3651,47223100,12934.29
West Bengal,Paraganas South,Coconut,2011,Whole Year,3710,48000000,12938.01
West Bengal,Paraganas South,Coconut,2012,Whole Year,3716,48200000,12970.94
West Bengal,Paraganas South,Coconut,2013,Whole Year,3720,48500000,13037.63
West Bengal,Paraganas South,Coconut,2014,Whole Year,3723,48539500,13037.74
West Bengal,Paraganas South,Coconut,2015,Whole Year,3723,48500000,13027.13
West Bengal,Paraganas South,Coconut,2016,Whole Year,3740,48555400,12982.73
West Bengal,Paraganas South,Coconut,2017,Whole Year,3806,48759600,12811.25
West Bengal,Paraganas South,Coconut,2018,Whole Year,3855,49405500,12815.95
West Bengal,Paraganas South,Coconut,2019,Whole Year,3910,49858400,12751.51
West Bengal,Paraganas South,Coconut,1997,Whole Year,3485,41820000,12000
West Bengal,Paraganas South,Coconut,1998,Whole Year,3485,41820000,12000
West Bengal,Paraganas South,Coconut,1999,Whole Year,3485,41820000,12000
West Bengal,Paraganas South,Coconut,2000,Whole Year,3235,33967500,10500
West Bengal,Paraganas South,Coconut,2001,Whole Year,3825,51637500,13500
West Bengal,Paraganas South,Coconut,2002,Whole Year,3895,55309000,14200
West Bengal,Paraganas South,Coconut,2003,Whole Year,3319,44806500,13500
West Bengal,Paraganas South,Coconut,2004,Whole Year,3331,43303000,13000
West Bengal,Paraganas South,Coconut,2005,Whole Year,3199,42908200,13413
West Bengal,Paraganas South,Coconut,2006,Whole Year,3232,41466600,12830.01
West Bengal,Paraganas South,Coconut,2007,Whole Year,3910,53100000,13580.56
West Bengal,Paraganas South,Coconut,2008,Whole Year,3925,53300000,13579.62
West Bengal,Paraganas South,Coconut,2009,Whole Year,3978,54000000,13574.66
West Bengal,Paraganas South,Coconut,2010,Whole Year,3990,54216000,13587.97
West Bengal,Paraganas South,Coconut,2011,Whole Year,4071,55711000,13684.84
West Bengal,Paraganas South,Coconut,2012,Whole Year,4080,55855000,13689.95
West Bengal,Paraganas South,Coconut,2013,Whole Year,4100,56056000,13672.2
West Bengal,Paraganas South,Coconut,2014,Whole Year,4117,56290000,13672.58
West Bengal,Paraganas South,Coconut,2015,Whole Year,4146,56967200,13740.28
West Bengal,Paraganas South,Coconut,2016,Whole Year,4162,57030500,13702.67
West Bengal,Paraganas South,Coconut,2017,Whole Year,4235,57258600,13520.33
West Bengal,Paraganas South,Coconut,2018,Whole Year,4332,58576500,13521.81
West Bengal,Paraganas South,Coconut,2019,Whole Year,4395,59176500,13464.51
West Bengal,Alipurduar,Coconut,2014,Whole Year,441,6443200,14610.43
West Bengal,Alipurduar,Coconut,2015,Whole Year,444,6500000,14639.64
West Bengal,Alipurduar,Coconut,2016,Whole Year,448,6602000,14736.61
West Bengal,Alipurduar,Coconut,2017,Whole Year,465,6710200,14430.54
West Bengal,Alipurduar,Coconut,2018,Whole Year,475,6855400,14432.42
West Bengal,Alipurduar,Coconut,2019,Whole Year,480,6858500,14288.54
West Bengal,Bankura,Coconut,1997,Whole Year,135,769900,5702.96
West Bengal,Bankura,Coconut,1998,Whole Year,142,806000,5676.06
West Bengal,Bankura,Coconut,1999,Whole Year,155,1602900,10341.29
West Bengal,Bankura,Coconut,2000,Whole Year,164,1771700,10803.05
West Bengal,Bankura,Coconut,2001,Whole Year,193,2284300,11835.75
West Bengal,Bankura,Coconut,2002,Whole Year,201,2152700,10709.95
West Bengal,Bankura,Coconut,2003,Whole Year,229,3352800,14641.05
West Bengal,Bankura,Coconut,2004,Whole Year,241,3728500,15470.95
West Bengal,Bankura,Coconut,2005,Whole Year,255,2772900,10874.12
West Bengal,Bankura,Coconut,2006,Whole Year,271,3052000,11261.99
West Bengal,Bankura,Coconut,2007,Whole Year,271,3059600,11290.04
West Bengal,Bankura,Coconut,2008,Whole Year,271,3059600,11290.04
West Bengal,Bankura,Coconut,2009,Whole Year,271,3060000,11291.51
West Bengal,Bankura,Coconut,2010,Whole Year,272,3072200,11294.85
West Bengal,Bankura,Coconut,2011,Whole Year,272,3070000,11286.76
West Bengal,Bankura,Coconut,2012,Whole Year,275,3190000,11600
West Bengal,Bankura,Coconut,2013,Whole Year,276,3200000,11594.2
West Bengal,Bankura,Coconut,2014,Whole Year,278,3222800,11592.81
West Bengal,Bankura,Coconut,2015,Whole Year,275,3230000,11745.45
West Bengal,Bankura,Coconut,2016,Whole Year,275,3285000,11945.45
West Bengal,Bankura,Coconut,2017,Whole Year,312,3298500,10572.12
West Bengal,Bankura,Coconut,2018,Whole Year,318,3362000,10572.33
West Bengal,Bankura,Coconut,2019,Whole Year,325,3373500,10380
West Bengal,Birbhum,Coconut,1997,Whole Year,296,1480000,5000
West Bengal,Birbhum,Coconut,1998,Whole Year,302,1510000,5000
West Bengal,Birbhum,Coconut,1999,Whole Year,365,1825000,5000
West Bengal,Birbhum,Coconut,2000,Whole Year,444,3108000,7000
West Bengal,Birbhum,Coconut,2001,Whole Year,452,3164000,7000
West Bengal,Birbhum,Coconut,2002,Whole Year,467,3736000,8000
West Bengal,Birbhum,Coconut,2003,Whole Year,499,4491000,9000
West Bengal,Birbhum,Coconut,2004,Whole Year,494,4199000,8500
West Bengal,Birbhum,Coconut,2005,Whole Year,499,2495000,5000
West Bengal,Birbhum,Coconut,2007,Whole Year,350,2928000,8365.71
West Bengal,Birbhum,Coconut,2008,Whole Year,382,3195000,8363.87
West Bengal,Birbhum,Coconut,2009,Whole Year,382,3200000,8376.96
West Bengal,Birbhum,Coconut,2010,Whole Year,383,3212800,8388.51
West Bengal,Birbhum,Coconut,2011,Whole Year,384,3220000,8385.42
West Bengal,Birbhum,Coconut,2012,Whole Year,385,3240000,8415.58
West Bengal,Birbhum,Coconut,2013,Whole Year,390,3250000,8333.33
West Bengal,Birbhum,Coconut,2014,Whole Year,391,3259000,8335.04
West Bengal,Birbhum,Coconut,2015,Whole Year,396,3288000,8303.03
West Bengal,Birbhum,Coconut,2016,Whole Year,398,3322800,8348.74
West Bengal,Birbhum,Coconut,2017,Whole Year,406,3387800,8344.33
West Bengal,Birbhum,Coconut,2018,Whole Year,415,3462800,8344.1
West Bengal,Birbhum,Coconut,2019,Whole Year,428,3481800,8135.05
West Bengal,Coochbehar,Coconut,1997,Whole Year,600,7200000,12000
West Bengal,Coochbehar,Coconut,1998,Whole Year,600,7200000,12000
West Bengal,Coochbehar,Coconut,1999,Whole Year,475,5700000,12000
West Bengal,Coochbehar,Coconut,2000,Whole Year,525,1050000,2000
West Bengal,Coochbehar,Coconut,2001,Whole Year,550,1100000,2000
West Bengal,Coochbehar,Coconut,2002,Whole Year,560,1120000,2000
West Bengal,Coochbehar,Coconut,2003,Whole Year,575,1150000,2000
West Bengal,Coochbehar,Coconut,2004,Whole Year,645,8256000,12800
West Bengal,Coochbehar,Coconut,2005,Whole Year,645,8256000,12800
West Bengal,Coochbehar,Coconut,2006,Whole Year,750,9750000,13000
West Bengal,Coochbehar,Coconut,2007,Whole Year,1250,10750000,8600
West Bengal,Coochbehar,Coconut,2008,Whole Year,1255,17060000,13593.63
West Bengal,Coochbehar,Coconut,2009,Whole Year,1255,17065000,13597.61
West Bengal,Coochbehar,Coconut,2010,Whole Year,1259,17133300,13608.66
West Bengal,Coochbehar,Coconut,2011,Whole Year,1260,17234000,13677.78
West Bengal,Coochbehar,Coconut,2012,Whole Year,1275,17374400,13626.98
