state,district,crop,year,season,area,production,yield
Assam,Karimganj,Coconut,2009,Whole Year,687,9816000,14288.21
Assam,Karimganj,Coconut,2010,Whole Year,709,2528000,3565.59
Assam,Karimganj,Coconut,2011,Whole Year,711,1469000,2066.1
Assam,Karimganj,Coconut,2012,Whole Year,717,2185000,3047.42
Assam,Karimganj,Coconut,2013,Whole Year,723,2429000,3359.61
Assam,Karimganj,Coconut,2014,Whole Year,729,3059000,4196.16
Assam,Karimganj,Coconut,2015,Whole Year,730,3558000,4873.97
Assam,Karimganj,Coconut,2016,Whole Year,730,2488000,3408.22
Assam,Karimganj,Coconut,2017,Whole Year,730,2234000,3060.27
Assam,Karimganj,Coconut,2018,Whole Year,735,5400000,7346.94
Assam,Karimganj,Coconut,2019,Whole Year,735,3799000,5168.71
Assam,Kokrajhar,Coconut,1997,Whole Year,260,1048000,4030.77
Assam,Kokrajhar,Coconut,1998,Whole Year,295,1820000,6169.49
Assam,Kokrajhar,Coconut,1999,Whole Year,285,655000,2298.25
Assam,Kokrajhar,Coconut,2000,Whole Year,315,1732000,5498.41
Assam,Kokrajhar,Coconut,2001,Whole Year,325,1722000,5298.46
Assam,Kokrajhar,Coconut,2002,Whole Year,330,1672000,5066.67
Assam,Kokrajhar,Coconut,2003,Whole Year,335,1976000,5898.51
Assam,Kokrajhar,Coconut,2005,Whole Year,344,2436000,7081.4
Assam,Kokrajhar,Coconut,2006,Whole Year,401,2653000,6615.96
Assam,Kokrajhar,Coconut,2007,Whole Year,380,3453000,9086.84
Assam,Kokrajhar,Coconut,2008,Whole Year,383,2468000,6443.86
Assam,Kokrajhar,Coconut,2009,Whole Year,380,4104000,10800
Assam,Kokrajhar,Coconut,2010,Whole Year,385,2384000,6192.21
Assam,Kokrajhar,Coconut,2011,Whole Year,400,3118000,7795
Assam,Kokrajhar,Coconut,2012,Whole Year,385,1666000,4327.27
Assam,Kokrajhar,Coconut,2013,Whole Year,414,2524000,6096.62
Assam,Kokrajhar,Coconut,2014,Whole Year,427,4099000,9599.53
Assam,Kokrajhar,Coconut,2015,Whole Year,397,3857000,9715.37
Assam,Kokrajhar,Coconut,2016,Whole Year,416,3555000,8545.67
Assam,Kokrajhar,Coconut,2017,Whole Year,416,2222000,5341.35
Assam,Kokrajhar,Coconut,2018,Whole Year,425,3030000,7129.41
Assam,Kokrajhar,Coconut,2019,Whole Year,425,2030000,4776.47
Assam,Lakhimpur,Coconut,1997,Whole Year,154,2072000,13454.55
Assam,Lakhimpur,Coconut,1998,Whole Year,167,937000,5610.78
Assam,Lakhimpur,Coconut,1999,Whole Year,181,281000,1552.49
Assam,Lakhimpur,Coconut,2000,Whole Year,187,1663000,8893.05
Assam,Lakhimpur,Coconut,2002,Whole Year,200,1800000,9000
Assam,Lakhimpur,Coconut,2003,Whole Year,229,2697000,11777.29
Assam,Lakhimpur,Coconut,2005,Whole Year,229,2062000,9004.37
Assam,Lakhimpur,Coconut,2006,Whole Year,312,2228000,7141.03
Assam,Lakhimpur,Coconut,2007,Whole Year,293,1495000,5102.39
Assam,Lakhimpur,Coconut,2008,Whole Year,288,3006000,10437.5
Assam,Lakhimpur,Coconut,2009,Whole Year,298,2440000,8187.92
Assam,Lakhimpur,Coconut,2010,Whole Year,290,2314000,7979.31
Assam,Lakhimpur,Coconut,2011,Whole Year,278,2417000,8694.24
Assam,Lakhimpur,Coconut,2012,Whole Year,292,1641000,5619.86
Assam,Lakhimpur,Coconut,2013,Whole Year,292,995000,3407.53
Assam,Lakhimpur,Coconut,2014,Whole Year,290,1804000,6220.69
Assam,Lakhimpur,Coconut,2015,Whole Year,287,1958000,6822.3
Assam,Lakhimpur,Coconut,2016,Whole Year,289,1362000,4712.8
Assam,Lakhimpur,Coconut,2017,Whole Year,289,1653000,5719.72
Assam,Lakhimpur,Coconut,2018,Whole Year,283,1561000,5515.9
Assam,Lakhimpur,Coconut,2019,Whole Year,289,1470000,5086.51
Assam,Majuli,Coconut,2019,Whole Year,135,1423000,10540.74
Assam,Marigaon,Coconut,1997,Whole Year,1330,15948000,11990.98
Assam,Marigaon,Coconut,1998,Whole Year,1360,9382000,6898.53
Assam,Marigaon,Coconut,1999,Whole Year,1300,6070000,4669.23
Assam,Marigaon,Coconut,2000,Whole Year,1300,7307000,5620.77
Assam,Marigaon,Coconut,2001,Whole Year,1310,7514000,5735.88
Assam,Marigaon,Coconut,2002,Whole Year,1310,9199000,7022.14
Assam,Marigaon,Coconut,2003,Whole Year,1300,9085000,6988.46
Assam,Marigaon,Coconut,2005,Whole Year,1310,8132000,6207.63
Assam,Marigaon,Coconut,2006,Whole Year,1225,9437000,7703.67
Assam,Marigaon,Coconut,2007,Whole Year,1005,6710000,6676.62
Assam,Marigaon,Coconut,2008,Whole Year,1428,10239000,7170.17
Assam,Marigaon,Coconut,2009,Whole Year,1400,7988000,5705.71
Assam,Marigaon,Coconut,2010,Whole Year,790,5308000,6718.99
Assam,Marigaon,Coconut,2011,Whole Year,810,7609000,9393.83
Assam,Marigaon,Coconut,2012,Whole Year,935,9230000,9871.66
Assam,Marigaon,Coconut,2013,Whole Year,750,5130000,6840
Assam,Marigaon,Coconut,2014,Whole Year,750,5673000,7564
Assam,Marigaon,Coconut,2015,Whole Year,706,5021000,7111.9
Assam,Marigaon,Coconut,2016,Whole Year,706,3931000,5567.99
Assam,Marigaon,Coconut,2017,Whole Year,706,5121000,7253.54
Assam,Marigaon,Coconut,2018,Whole Year,781,5311000,6800.26
Assam,Marigaon,Coconut,2019,Whole Year,781,5062000,6481.43
Assam,Nagaon,Coconut,1997,Whole Year,4953,42061000,8492.03
Assam,Nagaon,Coconut,1998,Whole Year,5023,49772000,9908.82
Assam,Nagaon,Coconut,1999,Whole Year,5035,60719000,12059.38
Assam,Nagaon,Coconut,2000,Whole Year,5036,39771000,7897.34
Assam,Nagaon,Coconut,2001,Whole Year,5036,41786000,8297.46
Assam,Nagaon,Coconut,2002,Whole Year,5062,52993000,10468.79
Assam,Nagaon,Coconut,2003,Whole Year,5050,43216000,8557.62
Assam,Nagaon,Coconut,2005,Whole Year,3224,39277000,12182.69
Assam,Nagaon,Coconut,2006,Whole Year,3195,35328000,11057.28
Assam,Nagaon,Coconut,2007,Whole Year,3222,27760000,8615.77
Assam,Nagaon,Coconut,2008,Whole Year,3223,34655000,10752.4
Assam,Nagaon,Coconut,2009,Whole Year,3242,37901000,11690.62
Assam,Nagaon,Coconut,2010,Whole Year,3343,32411000,9695.18
Assam,Nagaon,Coconut,2011,Whole Year,3323,23547000,7086.07
Assam,Nagaon,Coconut,2012,Whole Year,3156,19952000,6321.93
Assam,Nagaon,Coconut,2013,Whole Year,3345,15005000,4485.8
Assam,Nagaon,Coconut,2014,Whole Year,3179,19789000,6224.91
Assam,Nagaon,Coconut,2015,Whole Year,3064,14538000,4744.78
Assam,Nagaon,Coconut,2016,Whole Year,3076,11990000,3897.92
Assam,Nagaon,Coconut,2017,Whole Year,2941,12877000,4378.44
Assam,Nagaon,Coconut,2018,Whole Year,2920,12795000,4381.85
Assam,Nagaon,Coconut,2019,Whole Year,2490,9462000,3800
Assam,Nalbari,Coconut,1997,Whole Year,2000,9214000,4607
Assam,Nalbari,Coconut,1998,Whole Year,2002,12167000,6077.42
Assam,Nalbari,Coconut,1999,Whole Year,2002,12462000,6224.78
Assam,Nalbari,Coconut,2000,Whole Year,2200,12752000,5796.36
Assam,Nalbari,Coconut,2001,Whole Year,2200,14836000,6743.64
Assam,Nalbari,Coconut,2002,Whole Year,2110,8101000,3839.34
Assam,Nalbari,Coconut,2003,Whole Year,2050,11673000,5694.15
Assam,Nalbari,Coconut,2005,Whole Year,2045,18031000,8817.11
Assam,Nalbari,Coconut,2006,Whole Year,1340,6840000,5104.48
Assam,Nalbari,Coconut,2007,Whole Year,1350,7150000,5296.3
Assam,Nalbari,Coconut,2008,Whole Year,1380,10547000,7642.75
Assam,Nalbari,Coconut,2009,Whole Year,1390,8049000,5790.65
Assam,Nalbari,Coconut,2010,Whole Year,1390,8019000,5769.06
Assam,Nalbari,Coconut,2011,Whole Year,1390,7818000,5624.46
Assam,Nalbari,Coconut,2012,Whole Year,1390,10397000,7479.86
Assam,Nalbari,Coconut,2013,Whole Year,1380,9945000,7206.52
Assam,Nalbari,Coconut,2014,Whole Year,1380,13119000,9506.52
Assam,Nalbari,Coconut,2015,Whole Year,1385,17973000,12976.9
Assam,Nalbari,Coconut,2016,Whole Year,1390,18563000,13354.68
Assam,Nalbari,Coconut,2017,Whole Year,1390,14475000,10413.67
Assam,Nalbari,Coconut,2018,Whole Year,1448,15079000,10413.67
Assam,Nalbari,Coconut,2019,Whole Year,1448,16612000,11472.38
Assam,Sivasagar,Coconut,1997,Whole Year,567,3149000,5553.79
Assam,Sivasagar,Coconut,1998,Whole Year,565,4186000,7408.85
Assam,Sivasagar,Coconut,1999,Whole Year,566,2372000,4190.81
Assam,Sivasagar,Coconut,2000,Whole Year,575,3693000,6422.61
Assam,Sivasagar,Coconut,2001,Whole Year,579,5039000,8702.94
Assam,Sivasagar,Coconut,2002,Whole Year,597,4578000,7668.34
Assam,Sivasagar,Coconut,2003,Whole Year,581,3786000,6516.35
Assam,Sivasagar,Coconut,2005,Whole Year,546,4373000,8009.16
Assam,Sivasagar,Coconut,2006,Whole Year,558,4233000,7586.02
Assam,Sivasagar,Coconut,2007,Whole Year,506,5598000,11063.24
Assam,Sivasagar,Coconut,2008,Whole Year,493,4225000,8569.98
Assam,Sivasagar,Coconut,2009,Whole Year,481,5036000,10469.85
Assam,Sivasagar,Coconut,2010,Whole Year,503,4988000,9916.5
Assam,Sivasagar,Coconut,2011,Whole Year,532,2778000,5221.8
Assam,Sivasagar,Coconut,2012,Whole Year,521,3154000,6053.74
Assam,Sivasagar,Coconut,2013,Whole Year,489,1702000,3480.57
Assam,Sivasagar,Coconut,2014,Whole Year,484,2782000,5747.93
Assam,Sivasagar,Coconut,2015,Whole Year,470,679000,1444.68
Assam,Sivasagar,Coconut,2016,Whole Year,466,1822000,3909.87
Assam,Sivasagar,Coconut,2017,Whole Year,466,2178000,4673.82
Assam,Sivasagar,Coconut,2018,Whole Year,688,2421000,3518.9
Assam,Sivasagar,Coconut,2019,Whole Year,215,1110000,5162.79
Assam,Sonitpur,Coconut,1997,Whole Year,1243,8118000,6530.97
Assam,Sonitpur,Coconut,1998,Whole Year,1255,11966000,9534.66
Assam,Sonitpur,Coconut,1999,Whole Year,1266,10486000,8282.78
Assam,Sonitpur,Coconut,2000,Whole Year,1301,9493000,7296.69
Assam,Sonitpur,Coconut,2001,Whole Year,1303,12864000,9872.6
Assam,Sonitpur,Coconut,2002,Whole Year,1307,14242000,10896.71
Assam,Sonitpur,Coconut,2003,Whole Year,1319,12879000,9764.22
Assam,Sonitpur,Coconut,2005,Whole Year,1325,15452000,11661.89
Assam,Sonitpur,Coconut,2006,Whole Year,1350,4869000,3606.67
Assam,Sonitpur,Coconut,2007,Whole Year,1328,11417000,8597.14
Assam,Sonitpur,Coconut,2008,Whole Year,1350,13732000,10171.85
Assam,Sonitpur,Coconut,2009,Whole Year,1386,17691000,12764.07
Assam,Sonitpur,Coconut,2010,Whole Year,1493,19962000,13370.4
Assam,Sonitpur,Coconut,2011,Whole Year,1928,25296000,13120.33
Assam,Sonitpur,Coconut,2012,Whole Year,1891,15988000,8454.79
Assam,Sonitpur,Coconut,2013,Whole Year,1882,13878000,7374.07
Assam,Sonitpur,Coconut,2014,Whole Year,2027,11645000,5744.94
Assam,Sonitpur,Coconut,2015,Whole Year,1982,15261000,7699.8
Assam,Sonitpur,Coconut,2016,Whole Year,2031,13590000,6691.29
Assam,Sonitpur,Coconut,2017,Whole Year,2036,11981000,5884.58
Assam,Sonitpur,Coconut,2018,Whole Year,2039,13118000,6433.55
Assam,Sonitpur,Coconut,2019,Whole Year,1516,6314000,4164.91
Assam,Tinsukia,Coconut,1997,Whole Year,69,109000,1579.71
Assam,Tinsukia,Coconut,1998,Whole Year,64,324000,5062.5
Assam,Tinsukia,Coconut,1999,Whole Year,69,344000,4985.51
Assam,Tinsukia,Coconut,2000,Whole Year,69,95000,1376.81
Assam,Tinsukia,Coconut,2001,Whole Year,71,184000,2591.55
Assam,Tinsukia,Coconut,2002,Whole Year,75,690000,9200
Assam,Tinsukia,Coconut,2003,Whole Year,74,662000,8945.95
Assam,Tinsukia,Coconut,2005,Whole Year,78,321000,4115.38
Assam,Tinsukia,Coconut,2006,Whole Year,62,87000,1403.23
Assam,Tinsukia,Coconut,2007,Whole Year,63,92000,1460.32
Assam,Tinsukia,Coconut,2008,Whole Year,70,66000,942.86
Assam,Tinsukia,Coconut,2009,Whole Year,70,579000,8271.43
Assam,Tinsukia,Coconut,2010,Whole Year,53,232000,4377.36
Assam,Tinsukia,Coconut,2011,Whole Year,54,246000,4555.56
Assam,Tinsukia,Coconut,2012,Whole Year,72,309000,4291.67
Assam,Tinsukia,Coconut,2013,Whole Year,76,981000,12907.89
Assam,Tinsukia,Coconut,2014,Whole Year,71,1056000,14873.24
Assam,Udalguri,Coconut,2006,Whole Year,514,3059000,5951.36
Assam,Udalguri,Coconut,2007,Whole Year,709,5103000,7197.46
Assam,Udalguri,Coconut,2008,Whole Year,630,5043000,8004.76
Assam,Udalguri,Coconut,2009,Whole Year,678,2926000,4315.63
Assam,Udalguri,Coconut,2010,Whole Year,684,3574000,5225.15
Assam,Udalguri,Coconut,2011,Whole Year,680,2062000,3032.35
Assam,Udalguri,Coconut,2012,Whole Year,670,2756000,4113.43
Assam,Udalguri,Coconut,2013,Whole Year,714,4957000,6942.58
Assam,Udalguri,Coconut,2014,Whole Year,691,1260000,1823.44
Assam,Udalguri,Coconut,2015,Whole Year,700,4449000,6355.71
Assam,Udalguri,Coconut,2016,Whole Year,720,2249000,3123.61
Assam,Udalguri,Coconut,2017,Whole Year,720,3154000,4380.56
Assam,Udalguri,Coconut,2018,Whole Year,723,2299000,3179.81
Assam,Udalguri,Coconut,2019,Whole Year,723,2231000,3085.75
Assam,West Karbi Anglong,Coconut,2019,Whole Year,75,304000,4053.33
Goa,North Goa,Coconut,1998,Whole Year,24858,121000000,4867.65
Goa,North Goa,Coconut,1999,Whole Year,24975,121580000,4868.07
Goa,North Goa,Coconut,2000,Whole Year,25025,125120000,4999.8
Goa,North Goa,Coconut,2001,Whole Year,25025,125120000,4999.8
Goa,North Goa,Coconut,2002,Whole Year,25068,122020000,4867.56
Goa,North Goa,Coconut,2003,Whole Year,25110,122220000,4867.38
Goa,North Goa,Coconut,2004,Whole Year,11083,54410000,4909.32
Goa,North Goa,Coconut,2005,Whole Year,11155,55230000,4951.14
Goa,North Goa,Coconut,2006,Whole Year,11227,55840000,4973.72
Goa,North Goa,Coconut,2007,Whole Year,11249,56160000,4992.44
Goa,North Goa,Coconut,2013,Whole Year,11379,56400000,4956.5
Goa,North Goa,Coconut,2014,Whole Year,11399,56400000,4947.8
Goa,North Goa,Coconut,2015,Whole Year,8925,44700000,5008.4
Goa,North Goa,Coconut,2016,Whole Year,8954,45180000,5045.79
Goa,North Goa,Coconut,2017,Whole Year,9201,46200000,5021.19
Goa,North Goa,Coconut,2018,Whole Year,9394,46500000,4949.97
Goa,North Goa,Coconut,2019,Whole Year,9544,63000000,6601.01
Goa,South Goa,Coconut,2004,Whole Year,14077,69110000,4909.43
Goa,South Goa,Coconut,2005,Whole Year,14157,70110000,4952.32
Goa,South Goa,Coconut,2006,Whole Year,14241,70840000,4974.37
Goa,South Goa,Coconut,2007,Whole Year,14296,71410000,4995.1
Goa,South Goa,Coconut,2013,Whole Year,14371,71700000,4989.21
Goa,South Goa,Coconut,2014,Whole Year,14387,71400000,4962.81
Goa,South Goa,Coconut,2015,Whole Year,16893,84700000,5013.91
Goa,South Goa,Coconut,2016,Whole Year,16959,86980000,5128.84
Goa,South Goa,Coconut,2017,Whole Year,16968,85400000,5033
Goa,South Goa,Coconut,2018,Whole Year,16987,86250000,5077.41
Goa,South Goa,Coconut,2019,Whole Year,16998,104000000,6118.37
Karnataka,Bagalkote,Coconut,1998,Whole Year,571,2728000,4777.58
Karnataka,Bagalkote,Coconut,1999,Whole Year,1283,6130000,4777.86
Karnataka,Bagalkote,Coconut,2000,Whole Year,1312,6268000,4777.44
Karnataka,Bagalkote,Coconut,2001,Whole Year,1142,5456000,4777.58
Karnataka,Bagalkote,Coconut,2002,Whole Year,877,4190000,4777.65
Karnataka,Bagalkote,Coconut,2003,Whole Year,600,2867000,4778.33
Karnataka,Bagalkote,Coconut,2004,Whole Year,452,2160000,4778.76
Karnataka,Bagalkote,Coconut,2005,Whole Year,413,1973000,4777.24
Karnataka,Bagalkote,Coconut,2006,Whole Year,236,1128000,4779.66
Karnataka,Bagalkote,Coconut,2007,Whole Year,264,1344000,5090.91
Karnataka,Bagalkote,Coconut,2008,Whole Year,410,2809000,6851.22
Karnataka,Bagalkote,Coconut,2009,Whole Year,614,4366000,7110.75
Karnataka,Bagalkote,Coconut,2010,Whole Year,664,6347000,9558.73
Karnataka,Bagalkote,Coconut,2011,Whole Year,695,6909000,9941.01
Karnataka,Bagalkote,Coconut,2012,Whole Year,664,6537000,9844.88
Karnataka,Bagalkote,Coconut,2013,Whole Year,776,6157000,7934.28
Karnataka,Bagalkote,Coconut,2014,Whole Year,743,6630000,8923.28
Karnataka,Bagalkote,Coconut,2015,Whole Year,745,6230000,8362.42
Karnataka,Bagalkote,Coconut,2016,Whole Year,777,6075000,7818.53
Karnataka,Bagalkote,Coconut,2017,Whole Year,585,4626000,7907.69
Karnataka,Bagalkote,Coconut,2018,Whole Year,361,2557000,7083.1
Karnataka,Bagalkote,Coconut,2019,Whole Year,366,3017000,8243.17
Karnataka,Ballari,Coconut,1998,Whole Year,1174,5606000,4775.13
Karnataka,Ballari,Coconut,1999,Whole Year,1173,5601000,4774.94
Karnataka,Ballari,Coconut,2000,Whole Year,1267,6050000,4775.06
Karnataka,Ballari,Coconut,2001,Whole Year,1264,6035000,4774.53
Karnataka,Ballari,Coconut,2002,Whole Year,1565,7473000,4775.08
Karnataka,Ballari,Coconut,2003,Whole Year,1312,6264000,4774.39
Karnataka,Ballari,Coconut,2004,Whole Year,1259,6011000,4774.42
Karnataka,Ballari,Coconut,2005,Whole Year,1140,5443000,4774.56
Karnataka,Ballari,Coconut,2006,Whole Year,1251,5973000,4774.58
Karnataka,Ballari,Coconut,2007,Whole Year,1310,6670000,5091.6
Karnataka,Ballari,Coconut,2008,Whole Year,1080,7399000,6850.93
Karnataka,Ballari,Coconut,2009,Whole Year,1039,7387000,7109.72
Karnataka,Ballari,Coconut,2010,Whole Year,1014,9693000,9559.17
Karnataka,Ballari,Coconut,2011,Whole Year,910,9047000,9941.76
Karnataka,Ballari,Coconut,2012,Whole Year,702,6912000,9846.15
Karnataka,Ballari,Coconut,2013,Whole Year,2901,23016000,7933.82
Karnataka,Ballari,Coconut,2014,Whole Year,555,4953000,8924.32
Karnataka,Ballari,Coconut,2015,Whole Year,523,4374000,8363.29
Karnataka,Ballari,Coconut,2016,Whole Year,674,5269000,7817.51
Karnataka,Ballari,Coconut,2017,Whole Year,579,4578000,7906.74
Karnataka,Ballari,Coconut,2018,Whole Year,1220,8641000,7082.79
Karnataka,Ballari,Coconut,2019,Whole Year,876,7221000,8243.15
Karnataka,Bangalore Rural,Coconut,1998,Whole Year,14114,67405000,4775.75
Karnataka,Bangalore Rural,Coconut,1999,Whole Year,14705,70228000,4775.79
Karnataka,Bangalore Rural,Coconut,2000,Whole Year,15076,71999000,4775.74
Karnataka,Bangalore Rural,Coconut,2001,Whole Year,21948,78614000,3581.83
Karnataka,Bangalore Rural,Coconut,2002,Whole Year,21426,76744000,3581.82
Karnataka,Bangalore Rural,Coconut,2003,Whole Year,20131,72106000,3581.84
Karnataka,Bangalore Rural,Coconut,2004,Whole Year,19789,70881000,3581.84
Karnataka,Bangalore Rural,Coconut,2005,Whole Year,19251,68954000,3581.84
Karnataka,Bangalore Rural,Coconut,2006,Whole Year,19357,69333000,3581.81
Karnataka,Bangalore Rural,Coconut,2007,Whole Year,3965,20188000,5091.55
Karnataka,Bangalore Rural,Coconut,2008,Whole Year,4027,27588000,6850.76
Karnataka,Bangalore Rural,Coconut,2009,Whole Year,4504,32024000,7110.12
Karnataka,Bangalore Rural,Coconut,2010,Whole Year,4503,43046000,9559.4
Karnataka,Bangalore Rural,Coconut,2011,Whole Year,4039,40154000,9941.57
Karnataka,Bangalore Rural,Coconut,2012,Whole Year,3448,33947000,9845.42
Karnataka,Bangalore Rural,Coconut,2013,Whole Year,2782,22072000,7933.86
Karnataka,Bangalore Rural,Coconut,2014,Whole Year,2255,20123000,8923.73
Karnataka,Bangalore Rural,Coconut,2015,Whole Year,2827,23641000,8362.58
Karnataka,Bangalore Rural,Coconut,2016,Whole Year,2904,22704000,7818.18
Karnataka,Bangalore Rural,Coconut,2017,Whole Year,2719,21499000,7906.95
Karnataka,Bangalore Rural,Coconut,2018,Whole Year,3116,22069000,7082.48
Karnataka,Bangalore Rural,Coconut,2019,Whole Year,3141,25890000,8242.6
Karnataka,Belagavi,Coconut,1998,Whole Year,207,890000,4299.52
Karnataka,Belagavi,Coconut,1999,Whole Year,252,1087000,4313.49
Karnataka,Belagavi,Coconut,2000,Whole Year,183,789000,4311.48
Karnataka,Belagavi,Coconut,2001,Whole Year,200,861000,4305
Karnataka,Belagavi,Coconut,2002,Whole Year,216,930000,4305.56
Karnataka,Belagavi,Coconut,2003,Whole Year,584,2516000,4308.22
Karnataka,Belagavi,Coconut,2004,Whole Year,599,2580000,4307.18
Karnataka,Belagavi,Coconut,2005,Whole Year,611,2632000,4307.69
Karnataka,Belagavi,Coconut,2006,Whole Year,632,2722000,4306.96
Karnataka,Belagavi,Coconut,2007,Whole Year,318,1619000,5091.19
Karnataka,Belagavi,Coconut,2008,Whole Year,323,2213000,6851.39
Karnataka,Belagavi,Coconut,2009,Whole Year,344,2446000,7110.47
Karnataka,Belagavi,Coconut,2010,Whole Year,336,3212000,9559.52
Karnataka,Belagavi,Coconut,2011,Whole Year,307,3052000,9941.37
Karnataka,Belagavi,Coconut,2012,Whole Year,132,1300000,9848.48
Karnataka,Belagavi,Coconut,2013,Whole Year,106,841000,7933.96
Karnataka,Belagavi,Coconut,2014,Whole Year,131,1169000,8923.66
Karnataka,Belagavi,Coconut,2015,Whole Year,88,736000,8363.64
Karnataka,Belagavi,Coconut,2016,Whole Year,86,672000,7813.95
Karnataka,Belagavi,Coconut,2017,Whole Year,654,5171000,7906.73
Karnataka,Belagavi,Coconut,2018,Whole Year,371,2628000,7083.56
Karnataka,Belagavi,Coconut,2019,Whole Year,359,2959000,8242.34
Karnataka,Bengaluru Urban,Coconut,1998,Whole Year,3347,15984000,4775.62
Karnataka,Bengaluru Urban,Coconut,1999,Whole Year,4383,20932000,4775.72
Karnataka,Bengaluru Urban,Coconut,2000,Whole Year,2959,13604000,4597.5
Karnataka,Bengaluru Urban,Coconut,2001,Whole Year,1959,7017000,3581.93
Karnataka,Bengaluru Urban,Coconut,2002,Whole Year,2008,7192000,3581.67
Karnataka,Bengaluru Urban,Coconut,2003,Whole Year,2565,9187000,3581.68
Karnataka,Bengaluru Urban,Coconut,2004,Whole Year,2498,8947000,3581.67
Karnataka,Bengaluru Urban,Coconut,2005,Whole Year,2871,10283000,3581.68
Karnataka,Bengaluru Urban,Coconut,2006,Whole Year,2385,8543000,3581.97
Karnataka,Bengaluru Urban,Coconut,2007,Whole Year,2310,11762000,5091.77
Karnataka,Bengaluru Urban,Coconut,2008,Whole Year,2313,15846000,6850.84
Karnataka,Bengaluru Urban,Coconut,2009,Whole Year,2565,18238000,7110.33
Karnataka,Bengaluru Urban,Coconut,2010,Whole Year,2311,22092000,9559.5
Karnataka,Bengaluru Urban,Coconut,2011,Whole Year,2264,22508000,9941.7
Karnataka,Bengaluru Urban,Coconut,2012,Whole Year,2312,22763000,9845.59
Karnataka,Bengaluru Urban,Coconut,2013,Whole Year,2116,16788000,7933.84
Karnataka,Bengaluru Urban,Coconut,2014,Whole Year,1281,11431000,8923.5
Karnataka,Bengaluru Urban,Coconut,2015,Whole Year,1495,12502000,8362.54
Karnataka,Bengaluru Urban,Coconut,2016,Whole Year,1132,8850000,7818.02
Karnataka,Bengaluru Urban,Coconut,2017,Whole Year,1162,9188000,7907.06
Karnataka,Bengaluru Urban,Coconut,2018,Whole Year,1908,13513000,7082.29
Karnataka,Bengaluru Urban,Coconut,2019,Whole Year,2850,23492000,8242.81
Karnataka,Bidar,Coconut,1998,Whole Year,2,10000,5000
Karnataka,Bidar,Coconut,1999,Whole Year,3,14000,4666.67
Karnataka,Bidar,Coconut,2000,Whole Year,3,14000,4666.67
Karnataka,Bidar,Coconut,2001,Whole Year,27,129000,4777.78
Karnataka,Bidar,Coconut,2002,Whole Year,23,110000,4782.61
Karnataka,Bidar,Coconut,2003,Whole Year,23,110000,4782.61
Karnataka,Bidar,Coconut,2004,Whole Year,24,115000,4791.67
Karnataka,Bidar,Coconut,2005,Whole Year,25,120000,4800
Karnataka,Bidar,Coconut,2006,Whole Year,26,124000,4769.23
Karnataka,Bidar,Coconut,2007,Whole Year,23,117000,5086.96
Karnataka,Bidar,Coconut,2008,Whole Year,24,164000,6833.33
Karnataka,Bidar,Coconut,2009,Whole Year,19,135000,7105.26
Karnataka,Bidar,Coconut,2010,Whole Year,20,191000,9550
Karnataka,Bidar,Coconut,2011,Whole Year,20,199000,9950
Karnataka,Bidar,Coconut,2012,Whole Year,21,207000,9857.14
Karnataka,Bidar,Coconut,2013,Whole Year,29,230000,7931.03
Karnataka,Bidar,Coconut,2014,Whole Year,19,170000,8947.37
Karnataka,Bidar,Coconut,2015,Whole Year,8,67000,8375
Karnataka,Bidar,Coconut,2017,Whole Year,8,63000,7875
Karnataka,Bidar,Coconut,2018,Whole Year,68,482000,7088.24
Karnataka,Bidar,Coconut,2019,Whole Year,41,338000,8243.9
Karnataka,Chamarajanagara,Coconut,1998,Whole Year,7019,24995000,3561.05
Karnataka,Chamarajanagara,Coconut,1999,Whole Year,7047,25095000,3561.09
Karnataka,Chamarajanagara,Coconut,2000,Whole Year,7351,26177000,3561.01
Karnataka,Chamarajanagara,Coconut,2001,Whole Year,7369,19683000,2671.05
Karnataka,Chamarajanagara,Coconut,2002,Whole Year,7599,20297000,2671.01
Karnataka,Chamarajanagara,Coconut,2003,Whole Year,7613,20334000,2670.96
Karnataka,Chamarajanagara,Coconut,2004,Whole Year,12161,32482000,2671
Karnataka,Chamarajanagara,Coconut,2005,Whole Year,12192,32565000,2671.01
Karnataka,Chamarajanagara,Coconut,2006,Whole Year,11257,30068000,2671.05
Karnataka,Chamarajanagara,Coconut,2007,Whole Year,11361,57665000,5075.7
Karnataka,Chamarajanagara,Coconut,2008,Whole Year,11360,67242000,5919.19
Karnataka,Chamarajanagara,Coconut,2009,Whole Year,11365,80807000,7110.16
Karnataka,Chamarajanagara,Coconut,2010,Whole Year,11377,108409000,9528.79
Karnataka,Chamarajanagara,Coconut,2011,Whole Year,11381,89180000,7835.87
Karnataka,Chamarajanagara,Coconut,2012,Whole Year,11381,89180000,7835.87
Karnataka,Chamarajanagara,Coconut,2013,Whole Year,9299,58513000,6292.4
Karnataka,Chamarajanagara,Coconut,2014,Whole Year,9122,81403000,8923.81
Karnataka,Chamarajanagara,Coconut,2015,Whole Year,9130,76350000,8362.54
Karnataka,Chamarajanagara,Coconut,2016,Whole Year,7357,57517000,7818
Karnataka,Chamarajanagara,Coconut,2017,Whole Year,7409,58584000,7907.14
Karnataka,Chamarajanagara,Coconut,2018,Whole Year,10554,74748000,7082.43
Karnataka,Chamarajanagara,Coconut,2019,Whole Year,12569,103603000,8242.74
